transaction_date,transaction_time,cash_type,card,money,coffee_name,
09-06-2024,16:17:28,card,ANON-0000-0000-0278,37.72,Cappuccino,
09-06-2024,19:21:19,card,ANON-0000-0000-0279,32.82,Americano with Milk,
09-06-2024,21:05:09,card,ANON-0000-0000-0280,27.92,Americano,
10-06-2024,12:47:50,card,ANON-0000-0000-0281,37.72,Cappuccino,
10-06-2024,12:56:48,card,ANON-0000-0000-0097,37.72,Latte,
10-06-2024,19:04:28,card,ANON-0000-0000-0282,37.72,Hot Chocolate,
10-06-2024,19:05:23,card,ANON-0000-0000-0282,37.72,Hot Chocolate,
10-06-2024,19:37:24,card,ANON-0000-0000-0283,37.72,Latte,
10-06-2024,19:38:20,card,ANON-0000-0000-0283,37.72,Latte,
11-06-2024,10:38:04,card,ANON-0000-0000-0284,32.82,Americano with Milk,
11-06-2024,18:48:25,card,ANON-0000-0000-0285,37.72,Latte,
11-06-2024,18:49:36,card,ANON-0000-0000-0285,37.72,Latte,
11-06-2024,21:17:03,card,ANON-0000-0000-0286,37.72,Hot Chocolate,
11-06-2024,21:27:42,card,ANON-0000-0000-0287,32.82,Americano with Milk,
11-06-2024,21:28:50,card,ANON-0000-0000-0287,32.82,Americano with Milk,
12-06-2024,10:18:19,card,ANON-0000-0000-0288,37.72,Hot Chocolate,
12-06-2024,11:51:44,card,ANON-0000-0000-0289,37.72,Cappuccino,
12-06-2024,17:41:17,card,ANON-0000-0000-0283,37.72,Latte,
12-06-2024,17:47:28,card,ANON-0000-0000-0290,37.72,Latte,
12-06-2024,20:16:34,card,ANON-0000-0000-0256,37.72,Hot Chocolate,
12-06-2024,20:25:34,card,ANON-0000-0000-0291,32.82,Americano with Milk,
13-06-2024,08:54:24,card,ANON-0000-0000-0292,27.92,Americano,
13-06-2024,08:57:26,card,ANON-0000-0000-0097,37.72,Latte,
13-06-2024,09:50:25,card,ANON-0000-0000-0293,32.82,Americano with Milk,
13-06-2024,09:57:12,card,ANON-0000-0000-0141,27.92,Cortado,
13-06-2024,17:04:59,card,ANON-0000-0000-0294,32.82,Americano with Milk,
13-06-2024,17:27:47,card,ANON-0000-0000-0295,37.72,Hot Chocolate,
13-06-2024,19:22:19,card,ANON-0000-0000-0296,37.72,Latte,
13-06-2024,20:20:52,card,ANON-0000-0000-0012,32.82,Americano with Milk,
13-06-2024,20:43:46,card,ANON-0000-0000-0012,23.02,Espresso,
13-06-2024,20:45:01,card,ANON-0000-0000-0295,23.02,Espresso,
13-06-2024,20:48:18,card,ANON-0000-0000-0009,32.82,Americano with Milk,
13-06-2024,21:02:28,card,ANON-0000-0000-0009,32.82,Americano with Milk,
14-06-2024,07:46:13,card,ANON-0000-0000-0141,27.92,Cortado,
14-06-2024,10:30:32,card,ANON-0000-0000-0297,27.92,Americano,
14-06-2024,12:14:42,card,ANON-0000-0000-0097,37.72,Latte,
14-06-2024,18:29:53,card,ANON-0000-0000-0298,32.82,Americano with Milk,
15-06-2024,11:26:02,card,ANON-0000-0000-0299,37.72,Cappuccino,
15-06-2024,12:21:28,card,ANON-0000-0000-0300,37.72,Latte,
15-06-2024,12:22:47,card,ANON-0000-0000-0300,32.82,Americano with Milk,
15-06-2024,12:23:52,card,ANON-0000-0000-0300,23.02,Espresso,
15-06-2024,12:24:35,card,ANON-0000-0000-0300,37.72,Cocoa,
15-06-2024,12:25:24,card,ANON-0000-0000-0300,32.82,Americano with Milk,
15-06-2024,16:03:30,card,ANON-0000-0000-0301,32.82,Americano with Milk,
15-06-2024,18:14:05,card,ANON-0000-0000-0302,27.92,Americano,
16-06-2024,10:43:51,card,ANON-0000-0000-0059,32.82,Americano with Milk,
16-06-2024,10:58:41,card,ANON-0000-0000-0303,37.72,Latte,
16-06-2024,11:00:38,card,ANON-0000-0000-0303,37.72,Hot Chocolate,
16-06-2024,11:01:41,card,ANON-0000-0000-0303,37.72,Hot Chocolate,
16-06-2024,12:49:28,card,ANON-0000-0000-0276,32.82,Americano with Milk,
16-06-2024,14:00:39,card,ANON-0000-0000-0274,23.02,Espresso,
16-06-2024,15:02:36,card,ANON-0000-0000-0304,32.82,Americano with Milk,
16-06-2024,15:05:10,card,ANON-0000-0000-0304,32.82,Americano with Milk,
16-06-2024,15:44:00,card,ANON-0000-0000-0305,37.72,Hot Chocolate,
16-06-2024,16:47:37,card,ANON-0000-0000-0306,37.72,Hot Chocolate,
16-06-2024,17:45:17,card,ANON-0000-0000-0059,32.82,Americano with Milk,
16-06-2024,17:46:17,card,ANON-0000-0000-0059,32.82,Americano with Milk,
17-06-2024,08:57:24,card,ANON-0000-0000-0307,27.92,Americano,
17-06-2024,10:12:05,card,ANON-0000-0000-0308,27.92,Cortado,
17-06-2024,10:13:38,card,ANON-0000-0000-0308,27.92,Cortado,
17-06-2024,10:55:52,card,ANON-0000-0000-0042,37.72,Cappuccino,
17-06-2024,14:51:35,card,ANON-0000-0000-0164,37.72,Cappuccino,
17-06-2024,16:50:13,card,ANON-0000-0000-0012,37.72,Cappuccino,
17-06-2024,16:51:11,card,ANON-0000-0000-0012,37.72,Cappuccino,
17-06-2024,16:52:36,card,ANON-0000-0000-0012,27.92,Americano,
17-06-2024,18:51:20,card,ANON-0000-0000-0309,27.92,Americano,
17-06-2024,21:16:11,card,ANON-0000-0000-0009,32.82,Americano with Milk,
18-06-2024,14:04:06,card,ANON-0000-0000-0299,27.92,Americano,
18-06-2024,14:05:12,card,ANON-0000-0000-0299,37.72,Cappuccino,
18-06-2024,19:20:41,card,ANON-0000-0000-0154,37.72,Cappuccino,
18-06-2024,19:21:39,card,ANON-0000-0000-0154,37.72,Cappuccino,
18-06-2024,20:35:49,card,ANON-0000-0000-0310,27.92,Cortado,
18-06-2024,21:20:50,card,ANON-0000-0000-0012,32.82,Americano with Milk,
18-06-2024,21:22:19,card,ANON-0000-0000-0012,32.82,Americano with Milk,
19-06-2024,07:47:20,card,ANON-0000-0000-0311,37.72,Latte,
19-06-2024,08:17:55,card,ANON-0000-0000-0141,27.92,Cortado,
19-06-2024,10:54:00,card,ANON-0000-0000-0312,27.92,Americano,
19-06-2024,11:11:28,card,ANON-0000-0000-0313,37.72,Latte,
19-06-2024,11:12:31,card,ANON-0000-0000-0313,37.72,Cocoa,
19-06-2024,14:21:36,card,ANON-0000-0000-0164,32.82,Americano with Milk,
19-06-2024,18:28:43,card,ANON-0000-0000-0153,37.72,Cappuccino,
19-06-2024,18:29:59,card,ANON-0000-0000-0153,37.72,Latte,
19-06-2024,19:31:31,card,ANON-0000-0000-0009,32.82,Americano with Milk,
19-06-2024,21:28:59,card,ANON-0000-0000-0192,37.72,Cappuccino,
19-06-2024,21:30:03,card,ANON-0000-0000-0192,32.82,Americano with Milk,
20-06-2024,10:50:06,card,ANON-0000-0000-0097,37.72,Latte,
20-06-2024,18:59:02,card,ANON-0000-0000-0314,37.72,Latte,
20-06-2024,19:00:00,card,ANON-0000-0000-0314,37.72,Latte,
20-06-2024,21:39:10,card,ANON-0000-0000-0257,37.72,Latte,
20-06-2024,21:57:41,card,ANON-0000-0000-0009,37.72,Latte,
20-06-2024,21:59:18,card,ANON-0000-0000-0009,32.82,Americano with Milk,
21-06-2024,09:59:56,card,ANON-0000-0000-0311,37.72,Latte,
21-06-2024,10:01:40,card,ANON-0000-0000-0315,27.92,Americano,
21-06-2024,13:19:19,card,ANON-0000-0000-0012,32.82,Americano with Milk,
21-06-2024,13:20:32,card,ANON-0000-0000-0012,32.82,Americano with Milk,
21-06-2024,18:12:16,card,ANON-0000-0000-0316,23.02,Espresso,
21-06-2024,19:30:27,card,ANON-0000-0000-0009,37.72,Latte,
21-06-2024,19:47:06,card,ANON-0000-0000-0154,37.72,Cappuccino,
21-06-2024,19:48:07,card,ANON-0000-0000-0154,37.72,Cappuccino,
21-06-2024,19:49:55,card,ANON-0000-0000-0180,37.72,Cappuccino,
21-06-2024,19:51:00,card,ANON-0000-0000-0180,37.72,Cappuccino,
21-06-2024,19:52:19,card,ANON-0000-0000-0180,27.92,Americano,
21-06-2024,19:55:37,card,ANON-0000-0000-0311,32.82,Americano with Milk,
22-06-2024,08:39:50,card,ANON-0000-0000-0141,27.92,Cortado,
22-06-2024,09:37:49,card,ANON-0000-0000-0311,32.82,Americano with Milk,
22-06-2024,12:53:16,card,ANON-0000-0000-0317,32.82,Americano with Milk,
22-06-2024,15:37:20,card,ANON-0000-0000-0009,37.72,Latte,
22-06-2024,22:10:23,card,ANON-0000-0000-0318,37.72,Cappuccino,
23-06-2024,18:12:01,card,ANON-0000-0000-0012,32.82,Americano with Milk,
23-06-2024,18:13:51,card,ANON-0000-0000-0012,32.82,Americano with Milk,
23-06-2024,21:06:47,card,ANON-0000-0000-0319,37.72,Cappuccino,
23-06-2024,21:29:08,card,ANON-0000-0000-0320,37.72,Latte,
23-06-2024,21:30:36,card,ANON-0000-0000-0320,37.72,Cappuccino,
24-06-2024,11:44:40,card,ANON-0000-0000-0164,32.82,Americano with Milk,
24-06-2024,11:49:36,card,ANON-0000-0000-0180,37.72,Cappuccino,
24-06-2024,11:50:44,card,ANON-0000-0000-0180,37.72,Cappuccino,
24-06-2024,15:02:29,card,ANON-0000-0000-0321,37.72,Latte,
24-06-2024,16:46:01,card,ANON-0000-0000-0203,37.72,Cappuccino,
24-06-2024,16:47:00,card,ANON-0000-0000-0203,37.72,Cappuccino,
25-06-2024,08:19:24,card,ANON-0000-0000-0322,37.72,Latte,
25-06-2024,10:28:26,card,ANON-0000-0000-0012,32.82,Americano with Milk,
25-06-2024,10:29:42,card,ANON-0000-0000-0040,32.82,Americano with Milk,
25-06-2024,11:34:52,card,ANON-0000-0000-0203,37.72,Cappuccino,
26-06-2024,09:33:02,card,ANON-0000-0000-0323,37.72,Latte,
26-06-2024,16:32:29,card,ANON-0000-0000-0324,23.02,Espresso,
26-06-2024,16:34:02,card,ANON-0000-0000-0325,27.92,Americano,
26-06-2024,21:21:53,card,ANON-0000-0000-0009,37.72,Latte,
26-06-2024,21:27:01,card,ANON-0000-0000-0009,37.72,Cappuccino,
26-06-2024,21:28:15,card,ANON-0000-0000-0206,32.82,Americano with Milk,
27-06-2024,09:15:43,card,ANON-0000-0000-0326,32.82,Americano with Milk,
27-06-2024,16:11:48,card,ANON-0000-0000-0327,27.92,Cortado,
27-06-2024,21:44:03,card,ANON-0000-0000-0328,32.82,Americano with Milk,
27-06-2024,21:50:32,card,ANON-0000-0000-0329,37.72,Cappuccino,
28-06-2024,08:08:35,card,ANON-0000-0000-0141,27.92,Cortado,
28-06-2024,17:51:54,card,ANON-0000-0000-0274,23.02,Espresso,
28-06-2024,21:50:55,card,ANON-0000-0000-0330,32.82,Americano with Milk,
28-06-2024,21:52:02,card,ANON-0000-0000-0331,37.72,Latte,
28-06-2024,22:28:20,card,ANON-0000-0000-0332,37.72,Cappuccino,
29-06-2024,09:47:10,card,ANON-0000-0000-0097,32.82,Americano with Milk,
29-06-2024,11:40:20,card,ANON-0000-0000-0333,32.82,Americano with Milk,
29-06-2024,11:41:27,card,ANON-0000-0000-0333,32.82,Americano with Milk,
29-06-2024,12:30:24,card,ANON-0000-0000-0334,37.72,Cappuccino,
29-06-2024,12:31:43,card,ANON-0000-0000-0334,37.72,Cappuccino,
29-06-2024,17:23:44,card,ANON-0000-0000-0335,37.72,Cappuccino,
29-06-2024,17:24:52,card,ANON-0000-0000-0335,37.72,Hot Chocolate,
29-06-2024,21:27:22,card,ANON-0000-0000-0009,37.72,Latte,
30-06-2024,10:28:10,card,ANON-0000-0000-0336,37.72,Latte,
30-06-2024,13:05:51,card,ANON-0000-0000-0337,23.02,Espresso,
30-06-2024,16:54:42,card,ANON-0000-0000-0009,37.72,Hot Chocolate,
30-06-2024,21:04:10,card,ANON-0000-0000-0097,32.82,Americano with Milk,
01-07-2024,18:07:27,card,ANON-0000-0000-0012,23.02,Espresso,
01-07-2024,18:56:52,card,ANON-0000-0000-0338,37.72,Cappuccino,
01-07-2024,18:57:54,card,ANON-0000-0000-0339,37.72,Cappuccino,
02-07-2024,10:42:54,card,ANON-0000-0000-0304,32.82,Americano with Milk,
02-07-2024,10:45:01,card,ANON-0000-0000-0304,27.92,Americano,
02-07-2024,12:48:05,card,ANON-0000-0000-0019,37.72,Latte,
02-07-2024,14:03:13,card,ANON-0000-0000-0340,27.92,Americano,
02-07-2024,16:31:24,card,ANON-0000-0000-0341,32.82,Americano with Milk,
02-07-2024,22:02:24,card,ANON-0000-0000-0329,32.82,Americano with Milk,
03-07-2024,13:51:15,card,ANON-0000-0000-0012,32.82,Americano with Milk,
03-07-2024,16:01:17,card,ANON-0000-0000-0342,37.72,Cappuccino,
03-07-2024,16:50:25,card,ANON-0000-0000-0343,37.72,Cappuccino,
03-07-2024,16:53:16,card,ANON-0000-0000-0270,32.82,Americano with Milk,
03-07-2024,16:54:23,card,ANON-0000-0000-0344,32.82,Americano with Milk,
03-07-2024,16:55:31,card,ANON-0000-0000-0270,37.72,Latte,
03-07-2024,16:59:26,card,ANON-0000-0000-0345,23.02,Espresso,
03-07-2024,17:59:02,card,ANON-0000-0000-0346,37.72,Cappuccino,
03-07-2024,19:06:09,card,ANON-0000-0000-0009,37.72,Latte,
04-07-2024,10:26:24,card,ANON-0000-0000-0143,32.82,Americano with Milk,
04-07-2024,10:27:30,card,ANON-0000-0000-0012,27.92,Americano,
05-07-2024,12:20:29,card,ANON-0000-0000-0058,37.72,Cocoa,
05-07-2024,13:43:43,card,ANON-0000-0000-0040,32.82,Americano with Milk,
05-07-2024,13:44:44,card,ANON-0000-0000-0347,32.82,Americano with Milk,
05-07-2024,18:55:56,card,ANON-0000-0000-0348,23.02,Espresso,
05-07-2024,19:55:08,card,ANON-0000-0000-0099,27.92,Americano,
05-07-2024,22:11:56,card,ANON-0000-0000-0349,23.02,Espresso,
05-07-2024,22:18:03,card,ANON-0000-0000-0350,27.92,Americano,
05-07-2024,22:18:57,card,ANON-0000-0000-0350,27.92,Americano,
05-07-2024,22:20:01,card,ANON-0000-0000-0351,37.72,Cappuccino,
05-07-2024,22:21:09,card,ANON-0000-0000-0351,32.82,Americano with Milk,
06-07-2024,10:28:07,card,ANON-0000-0000-0352,37.72,Latte,
06-07-2024,17:15:46,card,ANON-0000-0000-0009,32.82,Latte,
06-07-2024,17:17:01,card,ANON-0000-0000-0009,32.82,Latte,
06-07-2024,19:09:46,card,ANON-0000-0000-0012,32.82,Latte,
06-07-2024,19:10:40,card,ANON-0000-0000-0012,27.92,Americano with Milk,
07-07-2024,09:04:20,card,ANON-0000-0000-0303,32.82,Cappuccino,
07-07-2024,09:14:29,card,ANON-0000-0000-0353,27.92,Americano with Milk,
07-07-2024,09:15:37,card,ANON-0000-0000-0353,27.92,Americano with Milk,
07-07-2024,09:28:49,card,ANON-0000-0000-0354,32.82,Cappuccino,
07-07-2024,09:29:56,card,ANON-0000-0000-0354,32.82,Cappuccino,
07-07-2024,14:56:30,card,ANON-0000-0000-0355,32.82,Hot Chocolate,
07-07-2024,14:57:47,card,ANON-0000-0000-0355,32.82,Cocoa,
07-07-2024,17:07:50,card,ANON-0000-0000-0356,32.82,Latte,
07-07-2024,19:33:27,card,ANON-0000-0000-0357,32.82,Cappuccino,
07-07-2024,20:01:32,card,ANON-0000-0000-0358,32.82,Hot Chocolate,
07-07-2024,22:33:36,card,ANON-0000-0000-0359,27.92,Americano with Milk,
08-07-2024,07:33:08,card,ANON-0000-0000-0360,32.82,Latte,
08-07-2024,12:02:50,card,ANON-0000-0000-0361,23.02,Americano,
08-07-2024,14:40:24,card,ANON-0000-0000-0362,23.02,Americano,
08-07-2024,19:30:35,card,ANON-0000-0000-0363,27.92,Americano with Milk,
08-07-2024,22:14:46,card,ANON-0000-0000-0019,32.82,Latte,
09-07-2024,10:26:52,card,ANON-0000-0000-0333,27.92,Americano with Milk,
09-07-2024,10:40:29,card,ANON-0000-0000-0276,27.92,Americano with Milk,
09-07-2024,11:21:36,card,ANON-0000-0000-0194,27.92,Americano with Milk,
09-07-2024,11:22:50,card,ANON-0000-0000-0194,32.82,Cappuccino,
09-07-2024,16:43:00,card,ANON-0000-0000-0364,27.92,Americano with Milk,
10-07-2024,11:10:42,card,ANON-0000-0000-0365,23.02,Americano,
10-07-2024,12:28:54,card,ANON-0000-0000-0366,27.92,Americano with Milk,
10-07-2024,22:13:10,card,ANON-0000-0000-0328,32.82,Latte,
11-07-2024,11:27:28,card,ANON-0000-0000-0367,32.82,Hot Chocolate,
11-07-2024,16:48:19,card,ANON-0000-0000-0368,27.92,Americano with Milk,
11-07-2024,22:22:14,card,ANON-0000-0000-0369,32.82,Latte,
11-07-2024,22:30:59,card,ANON-0000-0000-0370,23.02,Americano,
12-07-2024,08:03:17,card,ANON-0000-0000-0371,23.02,Cortado,
12-07-2024,11:48:33,card,ANON-0000-0000-0372,32.82,Hot Chocolate,
12-07-2024,22:33:26,card,ANON-0000-0000-0178,32.82,Hot Chocolate,
12-07-2024,22:34:14,card,ANON-0000-0000-0177,32.82,Hot Chocolate,
12-07-2024,22:35:30,card,ANON-0000-0000-0179,32.82,Hot Chocolate,
13-07-2024,10:38:10,card,ANON-0000-0000-0365,32.82,Latte,
13-07-2024,11:41:38,card,ANON-0000-0000-0365,32.82,Latte,
14-07-2024,10:54:24,card,ANON-0000-0000-0373,23.02,Americano,
14-07-2024,10:55:31,card,ANON-0000-0000-0373,27.92,Americano with Milk,
14-07-2024,10:56:30,card,ANON-0000-0000-0373,32.82,Cappuccino,
14-07-2024,10:57:54,card,ANON-0000-0000-0374,32.82,Latte,
14-07-2024,11:02:12,card,ANON-0000-0000-0375,23.02,Americano,
14-07-2024,22:31:30,card,ANON-0000-0000-0376,32.82,Latte,
15-07-2024,07:33:06,card,ANON-0000-0000-0377,32.82,Cappuccino,
16-07-2024,12:23:37,card,ANON-0000-0000-0378,27.92,Americano with Milk,
16-07-2024,19:29:25,card,ANON-0000-0000-0367,32.82,Hot Chocolate,
17-07-2024,13:05:00,card,ANON-0000-0000-0379,27.92,Americano with Milk,
18-07-2024,11:10:13,card,ANON-0000-0000-0380,27.92,Americano with Milk,
18-07-2024,11:11:23,card,ANON-0000-0000-0381,18.12,Espresso,
18-07-2024,11:33:00,card,ANON-0000-0000-0059,23.02,Americano,
18-07-2024,11:34:48,card,ANON-0000-0000-0059,23.02,Americano,
18-07-2024,11:35:52,card,ANON-0000-0000-0059,23.02,Cortado,
18-07-2024,13:23:34,card,ANON-0000-0000-0375,32.82,Latte,
18-07-2024,18:18:23,card,ANON-0000-0000-0382,32.82,Cappuccino,
18-07-2024,19:30:51,card,ANON-0000-0000-0009,32.82,Latte,
18-07-2024,21:19:42,card,ANON-0000-0000-0383,32.82,Hot Chocolate,
18-07-2024,21:22:00,card,ANON-0000-0000-0383,32.82,Latte,
18-07-2024,21:46:19,card,ANON-0000-0000-0384,32.82,Latte,
19-07-2024,11:03:02,card,ANON-0000-0000-0375,23.02,Americano,
19-07-2024,11:16:21,card,ANON-0000-0000-0385,27.92,Americano with Milk,
19-07-2024,12:58:38,card,ANON-0000-0000-0386,32.82,Latte,
19-07-2024,12:59:55,card,ANON-0000-0000-0386,27.92,Americano with Milk,
19-07-2024,14:09:21,card,ANON-0000-0000-0384,32.82,Latte,
19-07-2024,14:11:22,card,ANON-0000-0000-0384,32.82,Cocoa,
19-07-2024,16:36:19,card,ANON-0000-0000-0384,32.82,Latte,
19-07-2024,16:37:36,card,ANON-0000-0000-0384,32.82,Latte,
20-07-2024,08:05:44,card,ANON-0000-0000-0387,23.02,Americano,
20-07-2024,08:06:49,card,ANON-0000-0000-0387,32.82,Latte,
20-07-2024,08:07:51,card,ANON-0000-0000-0387,23.02,Americano,
20-07-2024,09:00:54,card,ANON-0000-0000-0388,32.82,Latte,
20-07-2024,09:02:28,card,ANON-0000-0000-0389,32.82,Latte,
20-07-2024,10:39:21,card,ANON-0000-0000-0390,23.02,Americano,
20-07-2024,15:15:09,card,ANON-0000-0000-0391,32.82,Latte,
21-07-2024,10:30:56,card,ANON-0000-0000-0367,32.82,Cocoa,
21-07-2024,11:39:29,card,ANON-0000-0000-0392,32.82,Cappuccino,
21-07-2024,13:34:31,card,ANON-0000-0000-0393,23.02,Cortado,
21-07-2024,13:42:31,card,ANON-0000-0000-0394,32.82,Latte,
22-07-2024,08:13:23,card,ANON-0000-0000-0375,23.02,Americano,
22-07-2024,08:40:50,card,ANON-0000-0000-0395,23.02,Americano,
22-07-2024,10:15:37,card,ANON-0000-0000-0385,27.92,Americano with Milk,
22-07-2024,16:44:38,card,ANON-0000-0000-0396,32.82,Latte,
23-07-2024,08:12:56,card,ANON-0000-0000-0197,32.82,Latte,
23-07-2024,08:40:19,card,ANON-0000-0000-0395,23.02,Americano,
23-07-2024,08:44:54,card,ANON-0000-0000-0397,27.92,Americano with Milk,
23-07-2024,08:49:25,card,ANON-0000-0000-0398,32.82,Cocoa,
23-07-2024,08:51:10,card,ANON-0000-0000-0399,32.82,Latte,
23-07-2024,09:01:46,card,ANON-0000-0000-0375,23.02,Americano,
23-07-2024,10:03:36,card,ANON-0000-0000-0400,27.92,Americano with Milk,
23-07-2024,15:20:05,card,ANON-0000-0000-0401,27.92,Americano with Milk,
23-07-2024,15:21:01,card,ANON-0000-0000-0401,32.82,Latte,
23-07-2024,21:01:41,card,ANON-0000-0000-0009,32.82,Latte,
23-07-2024,21:23:14,card,ANON-0000-0000-0012,23.02,Americano,
23-07-2024,21:24:23,card,ANON-0000-0000-0012,23.02,Americano,
24-07-2024,09:16:10,card,ANON-0000-0000-0097,27.92,Americano with Milk,
24-07-2024,09:38:55,card,ANON-0000-0000-0385,27.92,Americano with Milk,
24-07-2024,09:54:37,card,ANON-0000-0000-0402,18.12,Espresso,
24-07-2024,11:43:53,card,ANON-0000-0000-0379,32.82,Cappuccino,
24-07-2024,13:55:14,card,ANON-0000-0000-0399,32.82,Latte,
24-07-2024,14:45:50,card,ANON-0000-0000-0012,18.12,Espresso,
24-07-2024,15:18:31,card,ANON-0000-0000-0009,32.82,Latte,
24-07-2024,19:15:06,card,ANON-0000-0000-0205,32.82,Cappuccino,
24-07-2024,19:17:00,card,ANON-0000-0000-0205,32.82,Cappuccino,
24-07-2024,21:17:37,card,ANON-0000-0000-0040,27.92,Americano with Milk,
24-07-2024,21:18:41,card,ANON-0000-0000-0040,23.02,Americano,
24-07-2024,21:25:17,card,ANON-0000-0000-0012,23.02,Americano,
25-07-2024,07:54:48,card,ANON-0000-0000-0012,23.02,Americano,
25-07-2024,08:49:18,card,ANON-0000-0000-0399,32.82,Latte,
25-07-2024,10:29:45,card,ANON-0000-0000-0385,27.92,Americano with Milk,
25-07-2024,11:26:05,card,ANON-0000-0000-0375,23.02,Americano,
25-07-2024,15:25:07,card,ANON-0000-0000-0403,32.82,Cappuccino,
25-07-2024,19:21:01,card,ANON-0000-0000-0257,32.82,Cappuccino,
25-07-2024,21:06:01,card,ANON-0000-0000-0404,23.02,Cortado,
25-07-2024,21:06:50,card,ANON-0000-0000-0404,18.12,Espresso,
25-07-2024,22:38:51,card,ANON-0000-0000-0328,23.02,Cortado,
25-07-2024,22:39:47,card,ANON-0000-0000-0405,32.82,Cocoa,
26-07-2024,08:33:01,card,ANON-0000-0000-0406,32.82,Latte,
26-07-2024,09:19:37,card,ANON-0000-0000-0097,27.92,Americano with Milk,
26-07-2024,09:20:34,card,ANON-0000-0000-0059,18.12,Espresso,
26-07-2024,09:33:12,card,ANON-0000-0000-0407,23.02,Cortado,
26-07-2024,09:34:17,card,ANON-0000-0000-0407,23.02,Cortado,
26-07-2024,09:59:08,card,ANON-0000-0000-0408,32.82,Latte,
26-07-2024,10:00:03,card,ANON-0000-0000-0408,32.82,Latte,
26-07-2024,11:47:14,card,ANON-0000-0000-0385,27.92,Americano with Milk,
26-07-2024,12:07:02,card,ANON-0000-0000-0379,27.92,Americano with Milk,
26-07-2024,12:28:08,card,ANON-0000-0000-0339,32.82,Cappuccino,
26-07-2024,12:29:18,card,ANON-0000-0000-0339,32.82,Cappuccino,
26-07-2024,13:09:56,card,ANON-0000-0000-0409,32.82,Latte,
26-07-2024,17:23:29,card,ANON-0000-0000-0410,23.02,Americano,
26-07-2024,17:58:29,card,ANON-0000-0000-0411,32.82,Cappuccino,
26-07-2024,21:15:10,card,ANON-0000-0000-0009,32.82,Latte,
26-07-2024,22:49:52,card,ANON-0000-0000-0412,27.92,Americano with Milk,
27-07-2024,09:09:16,card,ANON-0000-0000-0097,32.82,Cappuccino,
27-07-2024,11:55:31,card,ANON-0000-0000-0413,27.92,Americano with Milk,
27-07-2024,12:25:10,card,ANON-0000-0000-0059,27.92,Americano with Milk,
27-07-2024,12:26:13,card,ANON-0000-0000-0040,18.12,Espresso,
27-07-2024,12:33:23,card,ANON-0000-0000-0059,27.92,Americano with Milk,
27-07-2024,14:28:42,card,ANON-0000-0000-0225,18.12,Espresso,
27-07-2024,14:51:53,card,ANON-0000-0000-0077,32.82,Latte,
27-07-2024,17:02:33,card,ANON-0000-0000-0414,32.82,Cappuccino,
27-07-2024,17:03:39,card,ANON-0000-0000-0415,32.82,Cappuccino,
27-07-2024,17:09:00,card,ANON-0000-0000-0416,27.92,Americano with Milk,
27-07-2024,17:10:08,card,ANON-0000-0000-0416,27.92,Americano with Milk,
27-07-2024,20:55:20,card,ANON-0000-0000-0009,32.82,Latte,
27-07-2024,22:56:24,card,ANON-0000-0000-0417,32.82,Cappuccino,
28-07-2024,11:07:26,card,ANON-0000-0000-0012,18.12,Espresso,
28-07-2024,14:17:54,card,ANON-0000-0000-0276,27.92,Americano with Milk,
28-07-2024,14:18:52,card,ANON-0000-0000-0276,32.82,Latte,
29-07-2024,08:12:06,card,ANON-0000-0000-0418,32.82,Latte,
29-07-2024,09:04:48,card,ANON-0000-0000-0012,23.02,Americano,
29-07-2024,09:15:46,card,ANON-0000-0000-0097,27.92,Americano with Milk,
29-07-2024,09:19:44,card,ANON-0000-0000-0003,23.02,Americano,
29-07-2024,09:51:25,card,ANON-0000-0000-0419,27.92,Americano with Milk,
29-07-2024,09:58:30,card,ANON-0000-0000-0420,32.82,Cappuccino,
29-07-2024,10:43:44,card,ANON-0000-0000-0421,32.82,Hot Chocolate,
29-07-2024,10:44:56,card,ANON-0000-0000-0421,32.82,Hot Chocolate,
29-07-2024,19:06:31,card,ANON-0000-0000-0422,32.82,Cappuccino,
29-07-2024,19:30:16,card,ANON-0000-0000-0099,23.02,Americano,
29-07-2024,21:57:34,card,ANON-0000-0000-0328,32.82,Cocoa,
30-07-2024,07:41:11,card,ANON-0000-0000-0423,27.92,Americano with Milk,
30-07-2024,08:05:07,card,ANON-0000-0000-0424,23.02,Cortado,
30-07-2024,08:20:51,card,ANON-0000-0000-0425,32.82,Cappuccino,
30-07-2024,09:13:43,card,ANON-0000-0000-0097,27.92,Americano with Milk,
30-07-2024,10:17:11,card,ANON-0000-0000-0141,23.02,Cortado,
30-07-2024,10:19:34,card,ANON-0000-0000-0276,27.92,Americano with Milk,
30-07-2024,10:23:20,card,ANON-0000-0000-0250,32.82,Latte,
30-07-2024,11:12:07,card,ANON-0000-0000-0426,23.02,Americano,
30-07-2024,11:13:16,card,ANON-0000-0000-0426,18.12,Espresso,
30-07-2024,11:14:42,card,ANON-0000-0000-0427,27.92,Americano with Milk,
30-07-2024,11:16:02,card,ANON-0000-0000-0428,27.92,Americano with Milk,
30-07-2024,11:30:35,card,ANON-0000-0000-0429,27.92,Americano with Milk,
30-07-2024,11:31:41,card,ANON-0000-0000-0430,27.92,Americano with Milk,
30-07-2024,12:08:08,card,ANON-0000-0000-0431,32.82,Latte,
30-07-2024,15:16:10,card,ANON-0000-0000-0432,27.92,Americano with Milk,
30-07-2024,16:08:53,card,ANON-0000-0000-0433,23.02,Cortado,
